order_item_id,order_id,product_id,quantity,price
238,70,110,3,64.46
239,70,49,3,54.14
240,71,242,3,507.27
241,71,130,1,257.42
242,71,264,4,14.6
243,72,122,2,344.16
244,73,286,4,118.51
245,73,116,2,451.74
246,73,149,2,80.56
247,74,264,2,14.6
248,74,227,1,49.49
249,74,93,5,91.93
250,74,117,2,398.79
251,75,148,4,487.79
252,75,284,1,72.37
253,76,257,2,356.15
254,76,246,1,86.36
255,76,235,4,115.39
256,76,10,4,460.16
257,76,242,2,507.27
258,77,2,1,423.53
259,77,154,2,82.2
260,77,203,3,51.13
261,78,1,2,78.28
262,79,250,2,243.24
263,80,253,4,73.68
264,80,164,4,86.37
265,80,162,4,108.88
266,80,265,4,38.76
267,81,108,3,106.48
268,81,172,1,253.96
269,81,40,2,118.68
270,81,292,4,28.38
271,81,35,1,189.92
272,82,198,2,272.87
273,83,96,2,455.68
274,83,170,3,144.28
275,83,30,1,740.57
276,84,111,4,554.93
277,84,212,2,65.3
278,85,278,1,140.61
279,85,179,2,250.65
280,86,132,1,70.32
281,87,63,5,73.53
282,87,257,2,356.15
283,87,248,3,257.76
284,87,264,5,14.6
285,87,179,3,250.65
286,88,91,5,35.3
287,88,192,1,212.97
288,88,292,3,28.38
289,88,76,2,83.45
290,88,99,4,72.23
291,89,112,2,230.86
292,89,171,5,81.87
293,89,253,5,73.68
294,89,122,3,344.16
295,90,46,5,7.12
296,90,296,1,52.32
297,90,236,1,526.96
298,91,66,3,188.81
299,92,81,5,111.06
300,92,260,4,26.56
301,92,105,3,107.33
302,92,97,3,88.25
303,92,190,3,158.92
304,93,188,4,332.37
305,93,141,1,87.38
306,93,140,5,32.69
307,93,75,5,27.2
308,94,10,4,460.16
309,94,46,1,7.12
310,94,117,4,398.79
311,95,130,1,257.42
312,95,241,1,13.64
313,96,261,4,141.33
314,97,149,3,80.56
315,97,99,4,72.23
316,98,248,2,257.76
317,98,119,4,64.04
318,99,240,1,142.57
319,100,154,1,82.2
320,100,170,3,144.28
321,101,36,5,131.69
322,101,13,5,30.32
323,101,218,4,144.41
324,101,243,3,189.63
325,102,293,4,96.62
326,103,176,5,25.21
327,103,41,1,166.7
328,104,222,3,77.28
329,104,113,5,37.18
330,104,284,2,72.37
331,105,270,5,89.08
332,105,35,4,189.92
333,105,298,5,97.1
334,106,13,4,30.32
335,106,267,1,689.41
336,107,265,3,38.76
337,107,71,3,64.59
338,107,17,1,25.31
339,107,189,3,30.91
340,107,10,3,460.16
341,108,289,1,192.82
342,108,12,2,77.13
343,109,107,3,559.17
344,109,193,5,108.91
345,109,10,1,460.16
346,109,125,3,53.58
347,109,275,3,394.34
348,110,182,3,118.13
349,110,74,4,37.94
350,110,2,3,423.53
351,111,127,4,22.72
352,112,232,5,160.1
353,113,242,1,507.27
354,113,78,4,84.29
355,113,58,2,144.13
356,113,181,5,100.02
357,113,70,2,29.71
358,114,300,5,136.77
359,114,11,2,231.52
360,114,5,2,137.61
361,115,249,1,42.0
362,115,105,4,107.33
363,115,242,2,507.27
364,115,272,4,35.46
365,115,7,5,141.63
366,116,268,3,27.95
367,116,68,2,61.95
368,116,151,4,154.12
369,116,104,1,53.89
370,117,199,2,113.49
371,117,8,2,378.79
372,117,245,5,45.2
373,117,293,2,96.62
374,118,27,2,60.72
375,119,233,2,533.19
376,119,191,4,723.44
377,120,47,5,49.51
378,120,139,2,149.99
379,121,259,1,22.02
380,121,236,3,526.96
381,121,7,1,141.63
382,121,39,1,133.37
383,122,77,2,109.68
384,122,137,1,149.95
385,123,19,1,66.59
386,124,47,3,49.51
387,124,90,2,109.46
388,124,1,1,78.28
389,125,146,1,20.03
390,126,135,5,86.06
391,127,269,5,33.92
392,128,124,5,44.14
393,128,230,2,104.73
394,129,292,5,28.38
395,129,291,5,63.54
396,129,174,4,376.54
397,130,156,2,28.01
398,131,135,4,86.06
399,131,7,4,141.63
400,132,260,3,26.56
401,132,244,2,56.43
402,132,264,2,14.6
403,132,142,3,161.0
404,133,207,2,16.98
405,133,256,1,64.18
406,133,35,2,189.92
407,133,124,2,44.14
408,134,147,5,485.76
409,135,220,2,349.34
410,135,104,2,53.89
411,135,41,3,166.7
412,135,56,4,325.25
413,136,169,5,142.27
414,136,45,1,14.29
415,136,84,2,6.43
416,136,8,4,378.79
417,136,107,3,559.17
418,137,24,5,100.17
419,137,278,2,140.61
420,138,12,4,77.13
421,138,203,3,51.13
422,138,250,4,243.24
423,138,103,2,421.78
424,139,47,1,49.51
425,139,84,2,6.43
426,139,268,5,27.95
427,139,53,1,205.98
428,140,151,2,154.12
429,140,37,4,286.6
430,140,152,4,273.4
431,140,208,4,38.64
432,141,122,3,344.16
433,141,282,3,48.86
434,142,299,4,55.32
435,142,160,4,96.7
436,142,7,2,141.63
437,142,245,4,45.2
438,142,215,3,84.21
439,143,181,4,100.02
440,144,290,4,15.29
441,144,90,5,109.46
442,145,98,4,42.62
443,145,24,3,100.17
444,146,114,2,58.12
445,146,266,4,52.35
446,146,223,5,31.7
447,146,235,5,115.39
448,146,110,3,64.46
449,147,186,2,42.64
450,147,276,4,775.82
451,147,10,4,460.16
452,147,147,2,485.76
453,147,118,1,68.25
454,148,112,5,230.86
455,148,72,2,101.85
456,149,103,5,421.78
457,150,260,4,26.56
458,150,233,3,533.19
459,150,51,2,28.27
460,151,284,2,72.37
461,151,300,2,136.77
462,152,104,5,53.89
463,152,151,5,154.12
464,152,118,2,68.25
465,152,199,5,113.49
466,153,10,1,460.16
467,154,99,3,72.23
468,154,257,2,356.15
469,154,136,4,69.73
470,155,290,2,15.29
471,155,171,5,81.87
472,155,212,3,65.3
473,155,189,1,30.91
474,156,214,3,130.34
475,156,89,1,208.92
476,156,130,1,257.42
477,156,23,1,178.14
478,157,20,5,50.5
479,157,242,2,507.27
480,157,240,2,142.57
481,157,29,4,311.74
482,158,139,5,149.99
483,158,212,3,65.3
484,158,139,3,149.99
485,158,111,2,554.93
486,159,89,1,208.92
487,160,116,1,451.74
488,160,32,4,38.11
489,160,262,5,117.02
490,161,131,4,201.53
491,162,86,4,107.99
492,162,48,3,87.85
493,162,240,2,142.57
494,162,152,4,273.4
495,162,258,1,298.91
496,163,95,2,92.43
497,164,260,2,26.56
498,165,183,5,236.63
499,165,57,3,282.36
500,166,65,2,80.97
501,167,62,4,671.09
502,167,152,2,273.4
503,167,130,5,257.42
504,167,126,2,181.34
505,168,182,3,118.13
506,168,51,1,28.27
507,168,235,5,115.39
508,168,14,4,13.6
509,168,58,5,144.13
510,169,139,1,149.99
511,169,27,3,60.72
512,170,20,5,50.5
513,170,264,5,14.6
514,171,244,3,56.43
515,171,12,1,77.13
516,171,260,3,26.56
517,171,296,5,52.32
518,172,181,4,100.02
519,172,153,5,227.83
520,173,227,2,49.49
521,173,81,5,111.06
522,174,76,4,83.45
523,174,80,2,8.22
524,174,52,3,119.05
525,175,76,4,83.45
526,175,78,5,84.29
527,175,124,5,44.14
528,176,234,1,536.48
529,176,186,1,42.64
530,176,293,4,96.62
531,176,75,5,27.2
532,176,198,3,272.87
533,177,103,4,421.78
534,177,145,5,98.1
535,177,243,3,189.63
536,177,148,5,487.79
537,177,153,4,227.83
538,178,268,1,27.95
539,179,85,2,296.98
540,179,80,5,8.22
541,179,151,4,154.12
542,179,244,4,56.43
543,180,283,1,78.94
544,180,125,5,53.58
545,180,224,5,185.58
546,181,258,5,298.91
547,181,293,2,96.62
548,181,114,1,58.12
549,181,120,2,64.37
550,182,58,3,144.13
551,183,204,2,23.63
552,183,225,5,133.41
553,183,263,1,102.91
554,184,56,4,325.25
555,184,252,4,66.38
556,184,300,3,136.77
557,184,72,2,101.85
558,184,141,4,87.38
559,185,193,3,108.91
560,186,189,1,30.91
561,186,197,1,12.12
562,186,74,2,37.94
563,186,198,3,272.87
564,186,260,4,26.56
565,187,133,5,121.55
566,188,257,3,356.15
567,188,51,4,28.27
568,188,144,4,329.93
569,189,271,4,53.58
570,189,154,3,82.2
571,189,37,3,286.6
572,189,217,5,90.1
573,189,130,1,257.42
574,190,99,5,72.23
575,191,164,5,86.37
576,191,116,4,451.74
577,191,71,3,64.59
578,191,214,4,130.34
579,191,53,2,205.98
580,192,82,3,164.18
581,192,202,4,12.52
582,192,230,4,104.73
583,193,178,4,21.4
584,194,182,4,118.13
585,194,74,4,37.94
586,194,147,4,485.76
587,194,233,3,533.19
588,195,250,2,243.24
589,195,128,2,40.94
590,196,232,2,160.1
591,196,31,4,64.98
592,197,42,4,63.88
593,197,202,2,12.52
594,197,251,4,35.02
595,197,85,5,296.98
596,198,240,5,142.57
597,198,51,2,28.27
598,198,83,5,45.6
599,199,199,4,113.49
600,199,154,3,82.2
601,199,198,5,272.87
602,199,224,3,185.58
603,199,118,2,68.25
604,200,244,2,56.43
605,201,291,4,63.54
606,201,177,5,149.67
607,201,174,3,376.54
608,201,93,4,91.93
609,202,237,3,135.87
610,202,19,3,66.59
611,202,287,2,19.04
612,203,92,3,34.23
613,203,155,3,107.73
614,204,75,1,27.2
615,204,71,4,64.59
616,205,103,3,421.78
617,205,41,2,166.7
618,206,52,5,119.05
619,206,57,5,282.36
620,206,190,4,158.92
621,207,197,2,12.12
622,207,31,4,64.98
623,207,30,3,740.57
624,207,113,4,37.18
625,207,138,4,287.05
626,208,12,4,77.13
627,208,85,2,296.98
628,208,222,3,77.28
629,208,49,5,54.14
630,209,229,1,102.84
631,209,158,3,99.85
632,210,16,5,47.87
633,210,283,3,78.94
634,210,115,4,598.49
635,210,6,3,261.17
636,210,298,3,97.1
637,211,21,5,244.0
638,211,11,3,231.52
639,211,50,3,743.02
640,211,265,5,38.76
641,211,45,3,14.29
642,212,193,3,108.91
643,212,35,5,189.92
644,212,272,5,35.46
645,212,178,2,21.4
646,212,270,5,89.08
647,213,237,2,135.87
648,214,192,1,212.97
649,214,96,4,455.68
650,214,36,5,131.69
651,214,96,2,455.68
652,215,180,5,135.77
653,216,107,4,559.17
654,216,271,2,53.58
655,216,47,3,49.51
656,216,108,5,106.48
657,216,69,1,334.12
658,217,122,1,344.16
659,217,65,3,80.97
660,217,149,3,80.56
661,217,249,4,42.0
662,217,67,5,288.96
663,218,274,4,24.49
664,218,113,2,37.18
665,218,33,2,276.27
666,218,280,3,251.45
667,218,292,2,28.38
668,219,170,4,144.28
669,219,30,3,740.57
670,219,160,1,96.7
671,219,147,4,485.76
672,219,237,1,135.87
673,220,219,5,237.85
674,220,219,3,237.85
675,221,140,2,32.69
676,222,97,3,88.25
677,222,47,3,49.51
678,222,152,5,273.4
679,222,173,1,44.99
680,223,272,4,35.46
681,223,78,4,84.29
682,223,279,5,38.71
683,223,41,3,166.7
684,223,146,5,20.03
685,224,160,3,96.7
686,224,221,4,372.72
687,224,164,3,86.37
688,225,246,2,86.36
689,225,50,1,743.02
690,226,4,3,357.67
691,226,282,4,48.86
692,226,157,4,75.81
693,226,220,3,349.34
694,227,135,3,86.06
695,227,274,4,24.49
696,228,73,1,59.73
697,228,74,1,37.94
698,228,123,3,75.23
699,228,70,5,29.71
700,229,44,2,185.27
701,229,247,3,89.75
702,230,253,1,73.68
703,230,280,3,251.45
704,230,179,3,250.65
705,230,279,2,38.71
706,231,274,1,24.49
707,231,202,5,12.52
708,231,117,5,398.79
709,231,35,2,189.92
710,231,106,3,61.82
711,232,147,3,485.76
712,232,256,2,64.18
713,233,139,3,149.99
714,233,177,4,149.67
715,234,57,4,282.36
716,234,28,2,215.76
717,234,150,2,65.23
718,234,199,3,113.49
719,235,81,3,111.06
720,235,165,3,36.16
721,235,63,3,73.53
722,235,51,1,28.27
723,235,72,5,101.85
724,236,90,3,109.46
725,236,104,3,53.89
726,237,105,5,107.33
727,237,255,2,54.43
728,237,20,3,50.5
729,237,72,5,101.85
730,238,183,1,236.63
731,238,134,5,33.93
732,238,231,4,111.61
733,238,246,5,86.36
734,238,252,2,66.38
735,239,280,3,251.45
736,240,265,5,38.76
737,240,158,2,99.85
738,241,181,5,100.02
739,241,196,4,482.53
740,241,60,3,112.67
741,241,151,5,154.12
742,242,106,2,61.82
743,242,233,5,533.19
744,243,217,3,90.1
745,243,14,3,13.6
746,244,169,3,142.27
747,244,14,2,13.6
748,245,111,3,554.93
749,245,40,5,118.68
750,245,68,3,61.95
751,246,152,3,273.4
752,246,146,5,20.03
753,246,49,4,54.14
754,246,3,3,181.93
755,247,228,2,380.44
756,248,235,2,115.39
757,248,168,1,70.49
758,248,260,2,26.56
759,249,141,2,87.38
760,250,92,1,34.23
761,251,257,5,356.15
762,251,38,1,104.89
763,251,247,1,89.75
764,251,256,5,64.18
765,251,298,1,97.1
766,252,30,2,740.57
767,252,191,1,723.44
768,253,189,3,30.91
769,253,258,4,298.91
770,254,129,2,68.68
771,254,74,1,37.94
772,254,24,4,100.17
773,254,279,4,38.71
774,254,206,5,47.46
775,255,280,5,251.45
776,255,169,2,142.27
777,256,180,5,135.77
778,256,208,1,38.64
779,256,177,4,149.67
780,256,195,2,152.12
781,257,30,3,740.57
782,257,27,4,60.72
783,258,98,2,42.62
784,258,237,4,135.87
785,258,138,4,287.05
786,259,89,3,208.92
787,259,3,2,181.93
788,259,298,2,97.1
789,259,231,4,111.61
790,259,118,1,68.25
791,260,273,3,24.22
792,260,33,2,276.27
793,260,102,5,20.92
794,260,277,2,97.94
795,260,111,4,554.93
796,261,175,1,21.88
797,262,37,4,286.6
798,262,123,1,75.23
799,262,201,3,72.54
800,263,124,3,44.14
801,263,198,1,272.87
802,263,36,1,131.69
803,264,203,1,51.13
804,264,254,1,266.67
805,264,56,2,325.25
806,264,13,4,30.32
807,264,50,2,743.02
808,265,125,1,53.58
809,266,83,1,45.6
810,266,24,2,100.17
811,267,250,1,243.24
812,268,9,3,241.94
813,268,185,1,80.82
814,268,38,5,104.89
815,269,93,1,91.93
816,269,290,4,15.29
817,269,140,5,32.69
818,269,295,3,394.69
819,269,262,5,117.02
820,270,156,2,28.01
821,271,167,3,106.34
822,271,223,1,31.7
823,271,191,2,723.44
824,272,257,2,356.15
825,272,203,3,51.13
826,272,77,5,109.68
827,272,103,4,421.78
828,272,226,1,395.88
829,273,69,2,334.12
830,273,219,2,237.85
831,274,85,1,296.98
832,274,276,1,775.82
833,274,256,5,64.18
834,274,205,5,341.93
835,275,169,4,142.27
836,275,159,2,258.72
837,276,192,5,212.97
838,276,183,2,236.63
839,277,231,1,111.61
840,278,263,4,102.91
841,279,4,2,357.67
842,279,257,3,356.15
843,279,240,5,142.57
844,280,138,3,287.05
845,281,229,2,102.84
846,281,102,5,20.92
847,281,193,4,108.91
848,281,30,4,740.57
849,282,65,4,80.97
850,282,169,2,142.27
851,282,81,1,111.06
852,282,247,4,89.75
853,282,268,4,27.95
854,283,228,5,380.44
855,284,242,5,507.27
856,284,99,3,72.23
857,284,22,4,76.36
858,284,56,1,325.25
859,285,26,2,34.81
860,285,112,4,230.86
861,285,23,3,178.14
862,285,169,5,142.27
863,286,257,2,356.15
864,286,120,5,64.37
865,286,286,1,118.51
866,286,273,4,24.22
867,287,293,4,96.62
868,287,162,1,108.88
869,288,276,5,775.82
870,289,260,5,26.56
871,290,50,3,743.02
872,290,272,5,35.46
873,291,80,5,8.22
874,291,286,1,118.51
875,291,49,4,54.14
876,291,98,1,42.62
877,292,4,1,357.67
878,292,268,4,27.95
879,293,137,1,149.95
880,294,228,2,380.44
881,294,195,3,152.12
882,294,246,3,86.36
883,294,89,3,208.92
884,294,260,2,26.56
885,295,232,3,160.1
886,295,27,4,60.72
887,295,208,2,38.64
888,295,138,2,287.05
889,295,155,5,107.73
890,296,188,4,332.37
891,296,105,4,107.33
892,296,300,4,136.77
893,297,150,2,65.23
894,297,26,4,34.81
895,297,214,2,130.34
896,298,31,2,64.98
897,298,89,2,208.92
898,298,118,3,68.25
899,299,145,5,98.1
900,299,125,1,53.58
901,299,22,4,76.36
902,300,207,3,16.98
903,300,258,1,298.91
904,300,298,5,97.1
905,300,52,1,119.05
906,300,38,2,104.89
907,301,242,1,507.27
908,302,233,5,533.19
909,302,69,4,334.12
910,303,211,4,30.9
911,304,107,5,559.17
912,305,119,2,64.04
913,305,109,1,117.59
914,305,239,4,136.87
915,305,8,4,378.79
916,305,43,5,14.16
917,306,46,1,7.12
918,306,198,4,272.87
919,307,289,5,192.82
920,307,94,2,229.4
921,307,292,4,28.38
922,307,153,1,227.83
923,308,3,1,181.93
924,308,237,5,135.87
925,308,132,3,70.32
926,308,171,4,81.87
927,308,270,1,89.08
928,309,196,1,482.53
929,310,122,1,344.16
930,310,260,1,26.56
931,311,89,2,208.92
932,311,3,3,181.93
933,311,145,4,98.1
934,311,22,5,76.36
935,311,39,3,133.37
936,312,206,5,47.46
937,312,71,4,64.59
938,312,169,3,142.27
939,312,185,4,80.82
940,312,208,1,38.64
941,313,135,4,86.06
942,313,146,2,20.03
943,313,149,5,80.56
944,313,116,3,451.74
945,313,187,4,36.14
946,314,62,5,671.09
947,314,274,3,24.49
948,314,110,3,64.46
949,315,176,3,25.21
950,315,27,4,60.72
951,315,291,4,63.54
952,315,130,5,257.42
953,316,81,5,111.06
954,316,18,4,21.88
955,317,135,2,86.06
956,317,218,1,144.41
957,318,191,1,723.44
958,318,234,1,536.48
959,318,66,4,188.81
960,319,17,5,25.31
961,319,2,4,423.53
962,319,33,4,276.27
963,320,267,2,689.41
964,320,5,5,137.61
965,320,286,3,118.51
966,321,152,2,273.4
967,321,118,5,68.25
968,321,61,2,167.43
969,322,294,1,70.66
970,322,42,1,63.88
971,322,13,3,30.32
972,323,233,5,533.19
973,323,234,1,536.48
974,323,75,5,27.2
975,324,173,5,44.99
976,324,241,1,13.64
977,324,164,4,86.37
978,324,63,1,73.53
979,324,235,3,115.39
980,325,288,2,41.87
981,326,255,1,54.43
982,326,61,1,167.43
983,327,285,1,75.1
984,327,63,3,73.53
985,327,134,3,33.93
986,327,239,3,136.87
987,327,252,5,66.38
988,328,291,1,63.54
989,328,46,5,7.12
990,328,194,3,124.69
991,328,57,2,282.36
992,328,42,5,63.88
993,329,232,2,160.1
994,330,290,1,15.29
995,330,213,1,117.05
996,331,159,1,258.72
997,331,27,3,60.72
998,331,162,3,108.88
999,331,118,5,68.25
1000,332,115,4,598.49
1001,332,113,2,37.18
1002,333,126,4,181.34
1003,333,45,3,14.29
1004,333,288,3,41.87
1005,333,229,1,102.84
1006,333,197,3,12.12
1007,334,195,5,152.12
1008,334,63,4,73.53
1009,334,70,5,29.71
1010,334,223,3,31.7
1011,334,283,3,78.94
1012,335,288,5,41.87
1013,336,201,2,72.54
1014,337,215,3,84.21
1015,338,266,2,52.35
1016,338,261,4,141.33
1017,339,283,2,78.94
1018,339,230,3,104.73
1019,339,126,2,181.34
1020,340,282,5,48.86
1021,340,146,5,20.03
1022,340,45,3,14.29
1023,340,262,4,117.02
1024,340,234,2,536.48
1025,341,60,2,112.67
1026,341,173,2,44.99
1027,341,72,2,101.85
1028,341,75,4,27.2
1029,342,51,1,28.27
1030,343,272,2,35.46
1031,343,44,4,185.27
1032,343,107,5,559.17
1033,343,150,5,65.23
1034,344,255,3,54.43
1035,345,298,5,97.1
1036,346,261,2,141.33
1037,346,273,3,24.22
1038,347,61,4,167.43
1039,347,136,3,69.73
1040,348,287,1,19.04
1041,348,220,2,349.34
1042,348,238,2,31.86
1043,348,27,2,60.72
1044,348,257,2,356.15
1045,349,91,1,35.3
1046,349,191,5,723.44
1047,349,106,4,61.82
1048,349,7,4,141.63
1049,350,7,2,141.63
1050,350,152,2,273.4
1051,350,290,1,15.29
1052,350,126,5,181.34
1053,350,285,1,75.1
1054,351,164,1,86.37
1055,352,92,3,34.23
1056,352,42,3,63.88
1057,352,241,3,13.64
1058,352,255,1,54.43
1059,352,71,2,64.59
1060,353,257,2,356.15
1061,353,130,1,257.42
1062,353,42,2,63.88
1063,353,74,2,37.94
1064,354,245,1,45.2
1065,354,198,3,272.87
1066,354,232,3,160.1
1067,354,299,1,55.32
1068,354,51,4,28.27
1069,355,117,1,398.79
1070,355,195,4,152.12
1071,355,233,4,533.19
1072,356,168,5,70.49
1073,356,95,3,92.43
1074,356,157,2,75.81
1075,356,291,5,63.54
1076,356,139,3,149.99
1077,357,30,5,740.57
1078,357,123,5,75.23
1079,357,237,3,135.87
1080,357,280,4,251.45
1081,357,125,3,53.58
1082,358,72,3,101.85
1083,358,43,5,14.16
1084,359,159,5,258.72
1085,359,8,4,378.79
1086,360,64,4,52.38
1087,361,113,3,37.18
1088,361,208,1,38.64
1089,361,226,2,395.88
1090,361,278,2,140.61
1091,361,287,3,19.04
1092,362,25,2,124.07
1093,362,28,1,215.76
1094,362,97,5,88.25
1095,363,15,1,23.85
1096,364,128,4,40.94
1097,364,186,1,42.64
1098,364,14,4,13.6
1099,364,230,3,104.73
1100,364,91,4,35.3
1101,365,216,3,297.39
1102,365,159,5,258.72
1103,365,251,1,35.02
1104,365,67,3,288.96
1105,366,227,3,49.49
1106,366,81,5,111.06
1107,367,162,3,108.88
1108,367,175,1,21.88
1109,368,238,4,31.86
1110,368,106,5,61.82
1111,368,118,2,68.25
1112,369,236,1,526.96
1113,369,32,4,38.11
1114,370,119,2,64.04
1115,370,190,2,158.92
1116,370,102,2,20.92
1117,370,79,5,56.12
1118,370,139,4,149.99
1119,371,297,3,14.38
1120,372,8,5,378.79
1121,372,249,3,42.0
1122,372,244,5,56.43
1123,373,249,5,42.0
1124,373,127,2,22.72
1125,373,88,3,100.61
1126,374,15,2,23.85
1127,374,256,1,64.18
1128,375,292,5,28.38
1129,376,40,1,118.68
1130,376,171,3,81.87
1131,376,117,4,398.79
1132,377,171,5,81.87
1133,378,189,3,30.91
1134,378,215,4,84.21
1135,378,25,1,124.07
1136,378,89,5,208.92
1137,379,149,3,80.56
1138,379,71,2,64.59
1139,379,129,3,68.68
1140,379,290,4,15.29
1141,380,280,3,251.45
1142,381,24,4,100.17
1143,381,296,1,52.32
1144,381,109,2,117.59
1145,382,27,5,60.72
1146,382,126,5,181.34
1147,382,170,1,144.28
1148,382,47,2,49.51
1149,382,181,1,100.02
1150,383,82,1,164.18
