order_id,payment_amount,payment_type
353,1173.36,paypal
354,1020.81,credit_card
354,491.7,debit_card
355,3140.03,debit_card
356,1549.03,credit_card
357,5653.150000000001,credit_card
358,376.34999999999997,credit_card
359,2808.76,paypal
360,209.52,paypal
361,707.4,debit_card
361,572.88,bank_transfer
362,905.15,credit_card
363,23.85,credit_card
364,716.19,bank_transfer
365,1403.54,credit_card
365,1684.13,credit_card
366,703.77,paypal
367,159.05,debit_card
367,189.47,credit_card
368,573.04,credit_card
369,679.4000000000001,credit_card
370,1368.3200000000002,debit_card
371,29.13,credit_card
371,14.01,debit_card
372,2302.1,credit_card
373,557.27,paypal
374,61.71,paypal
374,50.17,credit_card
375,141.9,debit_card
376,776.14,credit_card
376,1183.31,credit_card
377,190.71,credit_card
377,218.64,bank_transfer
378,1598.2399999999998,bank_transfer
379,410.09,cash_on_delivery
379,227.97,debit_card
380,754.3499999999999,credit_card
381,688.1800000000001,credit_card
382,1553.6200000000001,paypal
383,904.75,credit_card
384,123.64,credit_card
385,1629.0300000000002,cash_on_delivery
386,775.02,credit_card
387,1270.1399999999999,debit_card
388,587.73,debit_card
389,520.89,credit_card
390,464.63,credit_card
391,936.5400000000001,bank_transfer
392,350.44,credit_card
393,463.04,debit_card
394,1512.07,credit_card
395,1045.74,paypal
396,367.39,debit_card
397,334.43,cash_on_delivery
398,42.480000000000004,credit_card
399,3503.5000000000005,credit_card
400,520.0799999999999,credit_card
401,1914.12,debit_card
402,66.59,credit_card
403,702.33,credit_card
404,77.52,paypal
405,1390.05,credit_card
406,131.23,cash_on_delivery
407,734.87,credit_card
408,585.1,debit_card
409,570.61,paypal
410,3557.0000000000005,paypal
411,791.9200000000001,credit_card
412,2118.28,credit_card
413,3037.02,cash_on_delivery
414,1647.88,debit_card
415,2084.0099999999998,paypal
416,1694.92,credit_card
417,378.25,credit_card
418,511.66,credit_card
418,464.55,bank_transfer
419,901.8399999999999,bank_transfer
420,3109.77,credit_card
421,803.1700000000001,debit_card
422,1836.3200000000002,credit_card
423,341.52,bank_transfer
424,1610.54,credit_card
425,298.58,debit_card
426,2110.78,credit_card
427,3287.29,paypal
428,1566.89,debit_card
429,1250.71,credit_card
430,1461.85,credit_card
431,205.64000000000004,credit_card
432,2872.3999999999996,debit_card
433,3108.88,debit_card
434,1394.1499999999999,debit_card
435,1005.8,debit_card
436,1560.11,debit_card
437,582.26,credit_card
438,1649.76,cash_on_delivery
439,1190.5700000000002,paypal
440,34.23,credit_card
441,1532.13,credit_card
441,2142.08,credit_card
442,411.90000000000003,debit_card
443,754.91,paypal
444,3637.88,credit_card
445,2580.75,credit_card
446,822.26,credit_card
447,347.83,credit_card
448,927.9000000000001,bank_transfer
449,2032.21,credit_card
450,1282.83,credit_card
451,1455.81,credit_card
452,1749.02,debit_card
453,618.18,bank_transfer
454,2523.5,debit_card
455,673.6600000000001,credit_card
456,664.74,credit_card
457,220.7,credit_card
458,2478.45,credit_card
459,344.24,credit_card
460,1331.7,cash_on_delivery
461,590.58,debit_card
462,779.69,credit_card
462,977.58,debit_card
463,5681.16,paypal
464,6112.8099999999995,debit_card
465,1403.1399999999999,debit_card
466,573.2,debit_card
467,417.13,paypal
467,803.63,paypal
468,1246.71,credit_card
469,1857.61,debit_card
470,331.29,credit_card
471,3211.9399999999996,paypal
472,183.86,credit_card
473,1665.54,debit_card
474,72.37,credit_card
475,67.92,credit_card
476,1489.48,credit_card
477,153.1,credit_card
478,753.08,credit_card
479,676.03,cash_on_delivery
479,1052.23,paypal
480,340.78,paypal
481,1196.98,credit_card
482,623.48,credit_card
483,677.46,credit_card
484,514.02,credit_card
485,535.51,credit_card
486,524.25,credit_card
487,1923.41,credit_card
488,247.28,credit_card
489,254.21999999999997,credit_card
490,506.96,credit_card
491,630.75,paypal
492,835.04,credit_card
493,3256.9,bank_transfer
494,1955.8900000000003,debit_card
495,2754.2799999999997,bank_transfer
496,2057.26,debit_card
497,1935.8999999999999,credit_card
498,907.55,credit_card
499,1612.56,credit_card
500,1093.25,bank_transfer
501,582.39,credit_card
502,3802.5299999999997,debit_card
503,2269.71,credit_card
504,1725.03,credit_card
505,702.4300000000001,bank_transfer
506,1104.18,credit_card
507,84.03,debit_card
508,2586.1,credit_card
509,1511.21,credit_card
510,1714.3999999999999,paypal
511,250.56,credit_card
511,217.52,credit_card
512,1973.6,credit_card
513,345.44,debit_card
514,1257.23,credit_card
515,1911.7,debit_card
516,1327.25,cash_on_delivery
517,1872.22,cash_on_delivery
518,1419.58,credit_card
519,2047.5,credit_card
520,2796.9300000000003,credit_card
521,751.4100000000001,debit_card
522,1896.54,paypal
523,1024.58,paypal
524,1856.8899999999999,credit_card
525,902.98,bank_transfer
526,126.05000000000001,credit_card
527,1001.65,paypal
528,217.76,bank_transfer
529,198.04,credit_card
530,675.28,paypal
531,2384.19,credit_card
532,627.26,paypal
533,3920.64,credit_card
534,535.09,paypal
534,440.49,paypal
535,369.72,credit_card
536,1305.3700000000001,credit_card
537,618.11,debit_card
538,475.45,debit_card
538,798.91,bank_transfer
539,1025.2,credit_card
540,2579.5,cash_on_delivery
541,960.97,credit_card
542,594.39,credit_card
542,940.26,debit_card
543,237.02,paypal
544,1906.31,debit_card
545,2361.81,credit_card
546,1356.12,credit_card
547,138.78,credit_card
548,433.23,paypal
549,517.0,credit_card
549,358.79,debit_card
550,934.19,bank_transfer
551,40.92,paypal
552,1609.25,cash_on_delivery
553,89.08,credit_card
554,370.65999999999997,debit_card
555,188.81,paypal
556,2544.67,paypal
557,30.9,credit_card
558,2122.96,debit_card
559,866.2399999999999,credit_card
560,461.24,credit_card
561,199.14,credit_card
562,4242.1,bank_transfer
563,1239.14,credit_card
563,2125.88,cash_on_delivery
564,381.52,credit_card
565,2240.2799999999997,credit_card
566,743.72,debit_card
567,175.41,credit_card
568,2202.95,debit_card
569,266.82,bank_transfer
570,1749.75,credit_card
571,247.28,cash_on_delivery
572,1445.28,paypal
573,210.0,credit_card
574,843.3,credit_card
575,1164.0100000000002,credit_card
576,236.52,debit_card
577,3315.4799999999996,credit_card
578,628.51,credit_card
579,262.42,debit_card
580,31.94,debit_card
580,18.68,credit_card
581,537.5,credit_card
582,1116.4,credit_card
583,104.64,credit_card
584,853.28,bank_transfer
585,2324.55,bank_transfer
586,1779.2400000000002,debit_card
587,851.4100000000001,credit_card
588,431.76,debit_card
589,464.4,credit_card
589,778.25,cash_on_delivery
590,3842.5600000000004,credit_card
591,1664.79,debit_card
592,1389.9,credit_card
593,337.16,debit_card
594,783.01,credit_card
595,2329.87,paypal
596,2805.0999999999995,credit_card
597,4422.799999999999,credit_card
598,800.76,paypal
598,420.88,credit_card
599,4161.0,paypal
600,1015.84,credit_card
601,2784.57,bank_transfer
602,1328.99,debit_card
603,836.26,debit_card
604,341.72,debit_card
605,1695.03,credit_card
605,1978.42,credit_card
606,339.07,paypal
607,126.74000000000001,cash_on_delivery
608,45.87,credit_card
609,2162.74,bank_transfer
610,723.12,credit_card
611,433.54999999999995,credit_card
612,2327.48,paypal
613,860.4000000000001,cash_on_delivery
614,917.6,bank_transfer
615,2071.1899999999996,debit_card
616,2543.88,debit_card
617,624.98,debit_card
618,1201.24,bank_transfer
619,3344.33,credit_card
620,3007.4500000000003,debit_card
621,559.65,credit_card
622,198.58,credit_card
622,95.05,debit_card
623,1257.25,credit_card
624,894.3,debit_card
625,577.12,credit_card
626,656.15,paypal
627,2437.2200000000003,bank_transfer
628,5637.75,paypal
629,326.73,debit_card
630,1486.8600000000001,paypal
631,391.82,paypal
631,681.14,credit_card
632,143.78,credit_card
633,300.4,bank_transfer
634,798.7,bank_transfer
635,572.67,debit_card
635,1016.9,credit_card
636,556.74,credit_card
637,354.39,credit_card
638,760.19,credit_card
638,1372.13,debit_card
639,364.97,credit_card
639,250.12,credit_card
640,121.81,credit_card
640,249.82,credit_card
641,1882.7,paypal
642,1208.3600000000001,credit_card
643,1109.94,credit_card
644,57.16,credit_card
645,432.39,debit_card
646,1520.75,credit_card
647,312.32,debit_card
648,544.75,paypal
649,868.16,debit_card
650,357.09000000000003,debit_card
651,1649.13,credit_card
652,3825.38,debit_card
653,2761.88,debit_card
654,628.63,credit_card
655,110.1,debit_card
656,2229.77,credit_card
657,54.56,debit_card
658,341.46,credit_card
659,525.75,bank_transfer
660,85.6,debit_card
661,4439.91,credit_card
662,814.49,paypal
663,1521.81,paypal
664,1661.5700000000002,paypal
665,1464.54,cash_on_delivery
666,169.89,credit_card
666,91.28,credit_card
667,206.56,bank_transfer
667,228.96,credit_card
668,2507.68,paypal
669,1279.43,bank_transfer
670,141.35,paypal
671,597.41,credit_card
672,42.0,credit_card
673,190.62,debit_card
674,1088.65,debit_card
675,443.65999999999997,paypal
676,1724.1399999999999,credit_card
677,3449.46,debit_card
678,1425.97,credit_card
678,2627.93,debit_card
679,2875.34,credit_card
680,794.5999999999999,credit_card
681,3354.0699999999997,credit_card
682,142.98,credit_card
682,82.36,paypal
683,1443.7800000000002,credit_card
684,2157.99,credit_card
685,282.64,credit_card
686,622.5100000000001,debit_card
687,2499.31,credit_card
688,724.06,bank_transfer
688,991.63,credit_card
689,921.3499999999999,cash_on_delivery
690,623.38,credit_card
691,434.86,cash_on_delivery
692,866.8799999999999,paypal
693,1946.81,credit_card
694,3059.7899999999995,credit_card
695,648.36,credit_card
696,300.51,cash_on_delivery
697,5989.46,paypal
698,332.74,credit_card
698,189.23,debit_card
699,291.29999999999995,bank_transfer
700,116.07999999999998,credit_card
701,995.94,credit_card
702,21.88,credit_card
703,2954.1600000000003,credit_card
704,242.98000000000002,debit_card
705,1438.65,debit_card
706,2854.73,debit_card
707,2304.61,debit_card
708,1264.43,debit_card
709,45.44,cash_on_delivery
710,178.35,credit_card
710,95.39,paypal
711,3745.7000000000003,bank_transfer
712,1503.2199999999998,credit_card
713,2258.8500000000004,credit_card
714,765.98,paypal
715,220.59,credit_card
716,57.52,paypal
717,335.45,debit_card
717,204.28,credit_card
718,674.66,credit_card
718,342.28,debit_card
719,4532.58,credit_card
720,1683.69,credit_card
721,2121.1,credit_card
722,1457.28,credit_card
723,221.04000000000002,credit_card
724,846.97,credit_card
725,1321.63,paypal
726,1171.14,credit_card
727,1012.6700000000001,paypal
728,297.39,debit_card
729,1765.4,bank_transfer
730,1970.3700000000001,bank_transfer
731,2167.23,bank_transfer
732,3029.19,credit_card
733,3617.09,paypal
734,850.61,bank_transfer
734,456.81,credit_card
735,404.54999999999995,paypal
736,923.9100000000001,debit_card
737,995.1599999999999,paypal
738,1749.28,bank_transfer
739,76.16,cash_on_delivery
740,797.22,credit_card
741,154.55,debit_card
742,119.49,credit_card
743,3588.0899999999997,paypal
744,1094.46,debit_card
745,2057.3199999999997,credit_card
746,1863.2500000000002,credit_card
747,94.52,credit_card
748,1187.6399999999999,credit_card
749,3145.65,credit_card
750,170.44,debit_card
751,311.51,paypal
752,1711.28,credit_card
753,1253.54,credit_card
754,48.48,cash_on_delivery
755,1028.38,debit_card
756,1787.2599999999998,credit_card
757,1143.89,credit_card
757,1239.99,credit_card
758,1552.4,paypal
759,1866.43,debit_card
760,783.26,credit_card
761,1129.6200000000001,debit_card
762,1216.2,credit_card
763,1241.3000000000002,credit_card
764,576.56,credit_card
765,460.38,credit_card
766,2037.8000000000002,credit_card
767,2520.0499999999997,credit_card
768,2273.6099999999997,credit_card
769,2504.68,credit_card
770,1327.06,debit_card
771,1164.56,credit_card
772,1435.25,debit_card
773,1822.72,credit_card
774,150.46,cash_on_delivery
775,2696.46,credit_card
776,62.599999999999994,credit_card
777,264.8,credit_card
778,2060.55,paypal
779,1172.28,credit_card
779,2243.52,credit_card
780,3879.1000000000004,paypal
781,1457.28,debit_card
782,617.02,credit_card
783,514.2,credit_card
784,1322.1399999999999,debit_card
785,626.76,debit_card
786,1480.19,credit_card
787,1131.2999999999997,credit_card
788,1203.72,debit_card
789,2713.12,paypal
790,578.46,paypal
791,273.74,debit_card
792,998.5500000000001,debit_card
793,807.6700000000001,bank_transfer
794,1049.78,credit_card
795,5126.9,credit_card
796,1109.86,cash_on_delivery
797,2630.8900000000003,debit_card
798,1614.18,bank_transfer
799,2564.99,bank_transfer
800,249.18,credit_card
800,201.06,credit_card
801,2077.93,debit_card
802,904.74,credit_card
803,1226.73,credit_card
804,892.97,credit_card
805,201.94,credit_card
806,2151.92,credit_card
807,239.76999999999998,credit_card
808,125.65,credit_card
808,79.28,cash_on_delivery
809,331.70000000000005,credit_card
810,2500.51,paypal
811,576.52,cash_on_delivery
812,1690.25,credit_card
813,154.84,debit_card
814,1190.76,debit_card
815,3955.55,credit_card
816,135.86,credit_card
817,3728.9000000000005,bank_transfer
818,1865.51,debit_card
819,1016.9399999999999,debit_card
820,585.1899999999999,credit_card
821,559.17,credit_card
822,57.16,debit_card
823,1193.14,credit_card
824,3118.4599999999996,bank_transfer
825,376.73,bank_transfer
826,204.7,credit_card
827,2535.51,credit_card
828,3457.7499999999995,credit_card
829,1116.45,paypal
830,419.82,credit_card
831,204.97,credit_card
832,144.46,debit_card
833,1978.2,credit_card
834,2246.25,credit_card
835,2513.6800000000003,paypal
836,871.6600000000001,bank_transfer
837,404.09999999999997,bank_transfer
838,212.68,credit_card
839,3745.13,bank_transfer
840,1447.59,cash_on_delivery
841,2220.16,debit_card
842,823.82,credit_card
843,1544.93,credit_card
844,111.76,credit_card
845,986.68,paypal
846,2198.85,credit_card
847,1154.99,credit_card
848,1837.53,credit_card
849,1230.49,credit_card
850,754.3499999999999,paypal
851,2534.07,credit_card
852,3706.9700000000003,debit_card
853,295.14000000000004,credit_card
854,193.77,paypal
855,141.9,credit_card
856,127.29,paypal
857,516.02,credit_card
858,3213.6099999999997,paypal
859,401.87,credit_card
860,2434.5,bank_transfer
861,70.92,paypal
862,2308.63,credit_card
863,1001.9399999999999,credit_card
864,1876.7600000000002,credit_card
865,953.3100000000001,bank_transfer
866,966.81,bank_transfer
867,396.98,paypal
867,461.22,credit_card
868,2285.68,paypal
869,907.48,credit_card
870,559.13,bank_transfer
871,2057.85,bank_transfer
872,1384.9900000000002,credit_card
873,843.8900000000001,bank_transfer
874,709.52,credit_card
875,1209.9,credit_card
876,728.48,credit_card
877,437.07,credit_card
878,214.32,credit_card
879,1202.3700000000001,paypal
880,1881.48,credit_card
881,2741.42,debit_card
882,1990.15,credit_card
883,515.52,bank_transfer
884,328.8,paypal
885,1033.8400000000001,cash_on_delivery
886,21.88,bank_transfer
887,3344.67,credit_card
888,4700.85,credit_card
889,1821.52,bank_transfer
890,279.3,credit_card
891,336.95,bank_transfer
892,141.84,cash_on_delivery
893,761.88,credit_card
894,2236.29,credit_card
895,532.4,debit_card
896,32.15,paypal
897,463.76,credit_card
898,2885.6400000000003,credit_card
899,857.85,credit_card
900,1624.17,paypal
901,1551.64,debit_card
902,50.62,debit_card
903,822.26,paypal
904,839.73,paypal
905,1109.22,cash_on_delivery
906,1843.76,credit_card
907,544.4,debit_card
908,709.89,credit_card
909,3168.2999999999997,credit_card
910,622.45,debit_card
911,818.33,debit_card
912,3014.46,credit_card
913,1220.0,debit_card
914,185.9,credit_card
915,383.84,credit_card
915,294.85,credit_card
916,688.35,credit_card
917,1281.03,debit_card
918,1332.06,credit_card
919,1947.24,cash_on_delivery
920,1308.4,credit_card
921,3236.7200000000003,debit_card
922,876.48,credit_card
923,746.78,credit_card
924,4060.6899999999996,credit_card
925,1628.13,bank_transfer
926,599.96,paypal
927,677.16,credit_card
928,897.24,debit_card
929,1253.63,cash_on_delivery
930,1418.98,paypal
931,1165.04,paypal
932,2849.0,cash_on_delivery
933,1272.0700000000002,credit_card
934,2655.58,credit_card
935,1493.83,credit_card
936,321.85,credit_card
937,338.24,debit_card
938,573.82,credit_card
938,309.28,debit_card
939,341.25,credit_card
940,688.31,credit_card
941,1146.81,credit_card
942,2361.83,paypal
943,554.27,credit_card
943,686.78,credit_card
944,3793.77,credit_card
945,154.16,debit_card
945,207.44,credit_card
946,1630.7,credit_card
947,1678.05,debit_card
948,2001.66,credit_card
949,237.85,cash_on_delivery
950,385.64,credit_card
951,239.35,credit_card
952,562.56,credit_card
953,2582.14,bank_transfer
954,127.76,credit_card
955,317.93,bank_transfer
956,2237.62,credit_card
957,1340.2200000000003,debit_card
958,813.3199999999999,debit_card
959,2779.91,bank_transfer
960,1490.26,credit_card
961,1494.79,paypal
962,2092.8900000000003,debit_card
963,1708.3899999999999,paypal
964,98.07,bank_transfer
965,1803.8200000000002,credit_card
966,1029.8999999999999,credit_card
967,3709.77,debit_card
968,749.95,debit_card
969,972.96,credit_card
970,209.19,credit_card
971,307.53,debit_card
971,207.87,debit_card
972,189.7,credit_card
973,528.89,bank_transfer
974,300.06,credit_card
975,1111.97,credit_card
976,2251.12,debit_card
977,1088.8500000000001,credit_card
978,1861.77,credit_card
979,3198.62,paypal
979,3527.11,debit_card
980,1479.26,bank_transfer
981,1196.3700000000001,paypal
982,729.72,credit_card
983,34.23,paypal
984,772.26,cash_on_delivery
985,353.54,debit_card
985,400.07,credit_card
986,649.5,credit_card
987,1297.28,debit_card
988,451.58,cash_on_delivery
989,2841.29,paypal
990,806.29,debit_card
991,1468.31,credit_card
992,2989.87,credit_card
993,124.07,debit_card
994,1814.34,credit_card
995,2327.46,cash_on_delivery
996,1233.1000000000001,credit_card
997,2460.21,cash_on_delivery
998,1323.23,debit_card
999,1060.99,bank_transfer
1000,729.81,credit_card
1001,65.64,debit_card
1002,1938.88,credit_card
1003,57.56,credit_card
1004,107.33,credit_card
1005,2707.38,credit_card
1006,1692.85,debit_card
1007,1406.81,debit_card
1008,1598.4099999999999,debit_card
1009,3282.3,credit_card
1010,1121.85,debit_card
1011,1077.9,debit_card
1012,99.02,bank_transfer
1013,643.24,credit_card
1013,588.43,credit_card
1014,1118.16,credit_card
1015,1174.78,credit_card
1016,161.71,paypal
1016,92.38,paypal
1017,2126.7,credit_card
1018,2994.54,paypal
1019,1400.74,debit_card
1020,1697.3400000000001,credit_card
1021,318.81,credit_card
1021,431.06,debit_card
1022,957.2,cash_on_delivery
1023,1238.07,credit_card
1024,1095.03,debit_card
1025,2048.01,credit_card
1026,5515.89,credit_card
1027,451.62,paypal
