order_id,customer_id,order_date,order_status,shipping_city,shipping_country
283,758,2023-11-01,delivered,Los Angeles,Germany
284,363,2023-03-26,delivered,Sydney,Germany
285,171,2024-03-23,delivered,Sydney,USA
286,1075,2024-11-16,delivered,Mumbai,Canada
287,1352,2024-04-28,delivered,Berlin,Canada
288,665,2023-02-26,shipped,Mumbai,Australia
289,592,2023-09-16,delivered,Berlin,Canada
290,931,2024-02-06,delivered,Toronto,India
291,1169,2023-10-22,cancelled,Berlin,UK
292,274,2024-08-31,delivered,Toronto,USA
293,1179,2024-08-17,shipped,New York,UK
294,508,2024-03-22,shipped,London,UK
295,363,2023-09-30,delivered,Toronto,India
296,1349,2023-07-06,delivered,Los Angeles,USA
297,848,2023-03-19,delivered,Paris,UK
298,655,2023-09-17,shipped,Sydney,Australia
299,298,2023-10-29,delivered,Los Angeles,Australia
300,494,2024-05-08,delivered,Sydney,USA
301,546,2024-04-25,shipped,London,France
302,304,2023-02-21,delivered,Mumbai,France
303,1491,2023-10-16,shipped,Berlin,India
304,904,2023-05-13,processing,Paris,USA
305,239,2023-04-25,processing,Los Angeles,USA
306,650,2024-08-26,shipped,Paris,USA
307,884,2023-01-31,delivered,Toronto,Canada
308,1200,2023-11-03,cancelled,London,USA
309,410,2023-05-03,delivered,Los Angeles,Australia
310,726,2024-10-03,delivered,Berlin,Australia
311,1388,2024-02-11,delivered,Paris,Germany
312,1047,2023-06-18,cancelled,Berlin,France
313,318,2024-01-02,shipped,Paris,France
314,525,2024-06-17,shipped,Los Angeles,India
315,905,2024-11-30,delivered,London,USA
316,1300,2023-06-10,shipped,New York,France
317,1024,2024-10-08,shipped,Los Angeles,USA
318,620,2024-11-13,delivered,Berlin,USA
319,953,2024-10-30,delivered,New York,France
320,1253,2024-04-08,delivered,Mumbai,France
321,1132,2024-04-04,delivered,London,Germany
322,801,2023-10-22,delivered,Berlin,India
323,916,2024-07-03,delivered,London,UK
324,1200,2024-01-23,delivered,Paris,Germany
325,320,2024-05-09,delivered,Los Angeles,Germany
326,1310,2023-11-09,delivered,London,France
327,876,2024-06-17,delivered,Berlin,India
328,329,2024-08-24,processing,Los Angeles,Australia
329,753,2023-04-17,delivered,Sydney,India
330,657,2024-08-31,delivered,Berlin,Germany
331,1380,2024-01-30,delivered,Berlin,Australia
332,1038,2024-09-08,delivered,Sydney,France
333,1299,2023-11-11,processing,Sydney,Canada
334,71,2023-10-04,delivered,New York,USA
335,827,2024-10-29,delivered,Toronto,UK
336,1219,2023-07-03,cancelled,London,Australia
337,865,2024-09-08,delivered,London,Canada
338,928,2023-12-20,delivered,New York,Australia
339,106,2024-01-11,delivered,Mumbai,USA
340,770,2023-08-14,delivered,Paris,USA
341,893,2024-02-23,cancelled,Mumbai,India
342,196,2023-08-26,delivered,London,UK
343,145,2023-01-29,processing,Sydney,Germany
344,1374,2023-07-18,cancelled,Mumbai,USA
345,1448,2023-01-05,delivered,New York,UK
346,471,2024-12-15,delivered,London,Australia
347,216,2024-12-05,delivered,London,Australia
348,1117,2023-10-16,delivered,Berlin,Australia
349,260,2024-06-15,delivered,New York,India
350,934,2023-09-10,delivered,Sydney,Australia
351,575,2024-05-04,delivered,Paris,Australia
352,285,2024-08-10,processing,London,France
353,484,2024-11-22,delivered,Paris,USA
354,372,2023-10-20,delivered,Toronto,India
355,70,2024-07-25,processing,New York,USA
356,379,2023-07-14,delivered,New York,Germany
357,1303,2024-12-23,delivered,New York,India
358,302,2023-01-19,delivered,Sydney,Germany
359,255,2024-03-16,delivered,Mumbai,India
360,944,2024-04-26,delivered,Sydney,France
361,692,2024-05-17,delivered,Berlin,USA
362,1288,2023-03-29,delivered,Mumbai,India
363,834,2024-11-16,cancelled,New York,Germany
364,717,2023-05-13,delivered,Berlin,India
365,424,2024-03-30,delivered,Sydney,UK
366,213,2023-06-12,delivered,Toronto,Australia
367,100,2023-08-13,delivered,Los Angeles,Australia
368,1136,2024-02-03,delivered,Berlin,USA
369,308,2023-11-01,processing,London,Australia
370,678,2023-04-27,delivered,New York,Australia
371,475,2023-05-05,delivered,Mumbai,UK
372,112,2023-11-02,delivered,Los Angeles,Canada
373,1111,2024-07-06,delivered,Berlin,France
374,183,2024-10-17,delivered,Mumbai,Germany
375,597,2023-03-03,delivered,Mumbai,Canada
376,165,2023-10-14,delivered,Paris,Germany
377,815,2023-03-15,delivered,Sydney,Canada
378,90,2023-01-13,delivered,Paris,Australia
379,455,2024-04-28,delivered,London,Germany
380,238,2024-03-15,delivered,Los Angeles,France
381,534,2023-04-30,cancelled,Toronto,USA
382,727,2023-06-20,delivered,Berlin,UK
383,58,2023-01-18,shipped,Paris,Canada
384,542,2024-09-01,delivered,Paris,UK
385,1022,2024-12-12,delivered,Berlin,UK
386,618,2023-04-09,delivered,Paris,Germany
387,402,2023-06-18,delivered,Toronto,USA
388,1006,2024-09-25,delivered,Mumbai,Germany
389,842,2024-11-07,delivered,Paris,UK
390,839,2023-11-03,processing,Berlin,Australia
391,519,2023-02-06,delivered,New York,India
392,197,2023-01-29,delivered,Paris,France
393,46,2024-02-23,delivered,Berlin,USA
394,530,2023-10-14,processing,Mumbai,USA
395,1421,2023-01-21,shipped,Mumbai,Australia
396,1000,2024-03-01,delivered,New York,UK
397,776,2023-01-09,processing,Paris,Germany
398,74,2024-07-28,delivered,Paris,Australia
399,1440,2023-08-12,delivered,Berlin,France
400,335,2023-01-30,delivered,London,Canada
401,633,2024-03-05,processing,London,Germany
402,688,2023-10-18,processing,Los Angeles,USA
403,575,2024-12-11,processing,London,Australia
404,296,2024-02-02,delivered,Toronto,Germany
405,1108,2023-07-20,processing,Mumbai,Canada
406,1039,2024-06-01,delivered,Los Angeles,India
407,1158,2023-07-18,delivered,Mumbai,India
408,478,2024-10-22,delivered,London,France
409,633,2023-10-01,delivered,New York,India
410,319,2024-02-06,delivered,Sydney,India
411,1416,2023-02-06,delivered,Berlin,Australia
412,479,2023-11-08,processing,Mumbai,France
413,368,2024-08-30,delivered,London,Canada
414,367,2024-08-11,delivered,New York,Canada
415,1312,2023-06-13,processing,Sydney,India
416,378,2023-06-15,delivered,Los Angeles,UK
417,463,2024-08-19,delivered,Berlin,USA
418,13,2024-11-10,delivered,Mumbai,UK
419,536,2023-03-11,delivered,London,Germany
420,1192,2023-11-25,delivered,Los Angeles,Canada
421,270,2023-09-04,delivered,Mumbai,UK
422,1094,2024-09-27,processing,London,USA
423,1342,2023-03-02,delivered,Los Angeles,USA
424,376,2023-06-04,delivered,Mumbai,Canada
425,1113,2024-07-03,delivered,London,Australia
426,257,2023-02-07,delivered,Sydney,UK
427,217,2023-12-26,delivered,New York,France
428,450,2023-11-19,processing,Toronto,Canada
429,894,2023-09-02,shipped,Sydney,India
430,1165,2023-10-16,delivered,Mumbai,Germany
431,1185,2024-01-22,processing,New York,UK
432,32,2023-04-28,delivered,Berlin,UK
433,1176,2024-02-22,delivered,London,Canada
434,1284,2024-08-10,delivered,Toronto,Australia
435,1303,2024-07-08,delivered,Sydney,UK
436,1309,2023-04-23,shipped,Toronto,UK
437,610,2023-04-19,delivered,Berlin,Germany
438,917,2023-07-15,delivered,Mumbai,Australia
439,542,2023-09-21,shipped,Berlin,Germany
440,148,2023-10-26,processing,Toronto,France
441,656,2024-05-11,processing,Berlin,Germany
442,67,2023-02-11,delivered,Berlin,India
443,570,2023-01-26,delivered,Mumbai,France
444,1303,2023-10-14,delivered,London,Germany
445,748,2024-05-23,delivered,New York,France
446,443,2023-05-22,processing,Paris,Australia
447,897,2024-04-13,processing,Mumbai,Germany
448,399,2023-07-09,processing,Los Angeles,Germany
449,1152,2024-10-08,delivered,Mumbai,Canada
450,1361,2024-10-15,processing,Toronto,Germany
451,482,2023-08-06,processing,Los Angeles,France
452,948,2023-06-17,delivered,Toronto,Canada
453,186,2023-10-28,delivered,Toronto,France
454,169,2023-06-25,shipped,New York,Germany
455,1284,2024-05-05,delivered,Sydney,Germany
456,507,2024-08-26,cancelled,Sydney,France
457,521,2024-05-06,delivered,Toronto,Australia
458,1495,2024-08-24,shipped,Toronto,Australia
459,161,2023-10-17,shipped,New York,India
460,1313,2023-04-25,delivered,Berlin,Australia
461,340,2024-06-22,processing,Sydney,UK
462,1130,2023-09-21,delivered,Paris,Canada
463,1499,2024-05-05,delivered,Mumbai,Canada
464,1487,2023-07-17,delivered,Los Angeles,Australia
465,704,2023-03-01,delivered,Toronto,Germany
466,1177,2024-12-25,shipped,New York,Canada
467,823,2023-04-25,processing,Toronto,France
468,785,2024-12-22,delivered,Sydney,Germany
469,1173,2024-12-14,delivered,New York,Canada
470,1212,2024-08-02,delivered,Los Angeles,USA
471,131,2024-04-26,delivered,London,Canada
472,1476,2024-02-26,cancelled,Sydney,Australia
473,516,2024-09-24,delivered,Berlin,France
474,1500,2023-07-31,delivered,Mumbai,Canada
475,1287,2023-12-08,delivered,Mumbai,India
476,1483,2024-03-28,delivered,London,UK
477,536,2023-10-28,shipped,New York,Australia
478,741,2023-11-09,delivered,Toronto,India
479,781,2023-08-30,delivered,Berlin,India
480,1319,2024-02-16,processing,Sydney,UK
481,1459,2024-09-12,shipped,Los Angeles,Germany
482,1299,2023-05-28,shipped,Mumbai,UK
483,588,2024-11-13,processing,Sydney,France
484,1332,2024-05-18,cancelled,Paris,USA
485,726,2024-08-23,delivered,Berlin,USA
486,943,2024-02-11,delivered,Mumbai,Germany
487,997,2024-07-23,delivered,Toronto,Germany
488,376,2023-01-12,shipped,Mumbai,UK
489,1182,2024-08-20,delivered,Mumbai,India
490,204,2023-01-30,delivered,London,France
491,989,2024-10-11,delivered,New York,UK
492,661,2024-12-25,shipped,London,France
493,75,2023-08-03,delivered,Sydney,France
494,1404,2023-06-03,delivered,Berlin,USA
495,741,2024-07-12,delivered,Paris,India
496,304,2023-07-04,shipped,Toronto,France
497,1086,2024-09-23,delivered,New York,Canada
498,570,2023-03-17,delivered,Toronto,France
499,786,2023-04-02,delivered,Toronto,USA
500,1132,2024-12-15,delivered,Paris,Australia
501,1211,2024-05-06,delivered,Berlin,UK
502,987,2024-09-10,delivered,London,France
503,229,2023-08-25,delivered,Toronto,Canada
504,1072,2024-05-08,shipped,Sydney,Germany
505,268,2024-03-09,delivered,Sydney,UK
506,727,2024-03-16,delivered,Toronto,Germany
507,802,2024-05-13,shipped,Toronto,Canada
508,254,2024-02-25,shipped,New York,USA
509,957,2023-11-10,delivered,Toronto,Australia
510,870,2023-07-21,delivered,Sydney,India
511,87,2024-07-15,shipped,Toronto,USA
512,1205,2023-06-15,shipped,Mumbai,Australia
513,1049,2024-05-20,delivered,Mumbai,India
514,1412,2023-06-20,delivered,Berlin,UK
515,222,2024-04-01,delivered,Sydney,France
516,990,2024-06-29,delivered,Toronto,France
517,397,2023-06-09,delivered,Paris,Germany
518,938,2023-02-13,delivered,Mumbai,USA
519,511,2023-04-06,delivered,Paris,France
520,561,2024-03-18,delivered,Sydney,Australia
521,846,2024-09-12,delivered,Toronto,India
522,440,2023-02-02,delivered,Paris,France
523,1199,2024-06-19,delivered,Berlin,USA
524,311,2023-09-07,delivered,New York,USA
525,1298,2023-12-16,shipped,Paris,Canada
526,35,2024-11-09,delivered,Sydney,India
527,217,2023-08-31,shipped,Paris,Germany
528,721,2023-12-06,delivered,London,India
529,1016,2023-01-10,delivered,Berlin,USA
530,1432,2023-03-01,delivered,Paris,India
531,519,2023-07-08,cancelled,New York,Canada
532,269,2023-01-21,delivered,London,India
533,638,2024-04-05,delivered,Sydney,USA
534,475,2023-11-08,delivered,Sydney,UK
535,1349,2024-02-05,processing,Toronto,Australia
536,1380,2023-05-08,cancelled,Berlin,Australia
537,90,2023-08-05,delivered,Mumbai,UK
538,1066,2024-04-29,delivered,Paris,UK
539,1389,2024-12-05,delivered,Toronto,USA
540,1226,2023-02-06,delivered,Berlin,France
541,1390,2024-10-11,delivered,Sydney,France
542,982,2024-02-26,processing,London,UK
543,288,2024-02-16,shipped,Paris,Germany
544,481,2024-01-01,delivered,Sydney,Australia
545,637,2023-02-20,delivered,Mumbai,Canada
546,501,2023-03-07,delivered,New York,UK
547,52,2024-03-14,delivered,Mumbai,Australia
548,103,2023-09-06,delivered,Berlin,Canada
549,1385,2024-10-31,delivered,Sydney,India
550,1448,2023-10-24,delivered,Sydney,Canada
551,699,2023-04-15,delivered,Mumbai,UK
552,1229,2024-06-05,shipped,New York,France
553,1038,2023-08-03,delivered,Mumbai,Germany
554,470,2024-01-19,delivered,Mumbai,Australia
555,1490,2024-05-24,delivered,Toronto,UK
556,1328,2024-10-19,delivered,Sydney,Canada
557,427,2024-08-01,cancelled,Toronto,Australia
558,110,2024-05-08,processing,London,USA
559,515,2024-05-11,delivered,London,India
560,68,2024-11-21,shipped,Los Angeles,USA
561,1270,2023-08-04,delivered,Los Angeles,Australia
562,389,2023-01-01,cancelled,London,Australia
563,308,2023-07-18,delivered,Paris,Canada
564,1376,2023-06-09,delivered,Mumbai,UK
565,1090,2024-04-28,delivered,Toronto,France
566,460,2024-04-07,shipped,New York,UK
567,347,2024-03-09,delivered,Sydney,Germany
568,325,2023-01-12,shipped,Mumbai,Australia
569,667,2024-06-16,delivered,Sydney,USA
570,1057,2023-08-25,processing,London,Canada
571,68,2024-04-30,delivered,Mumbai,France
572,187,2024-02-11,processing,Paris,India
573,192,2023-09-08,delivered,Mumbai,UK
574,1237,2023-04-09,delivered,New York,Germany
575,428,2023-03-10,cancelled,Los Angeles,UK
576,1375,2024-08-30,cancelled,New York,India
577,1132,2024-11-01,delivered,London,Germany
578,1264,2024-04-19,delivered,Toronto,UK
579,216,2023-03-17,delivered,Mumbai,France
580,177,2023-10-21,delivered,London,France
581,1354,2024-06-16,delivered,Sydney,Canada
582,561,2024-07-23,delivered,Sydney,France
583,881,2023-03-28,delivered,Berlin,Germany
584,626,2023-01-01,shipped,Paris,Canada
585,1474,2024-06-03,shipped,Paris,India
586,607,2023-09-18,delivered,Paris,France
587,1471,2023-07-05,delivered,Berlin,USA
588,179,2023-01-10,delivered,Berlin,India
589,395,2024-01-30,delivered,Toronto,Germany
590,1169,2024-09-13,delivered,Paris,India
591,876,2024-11-30,delivered,London,India
592,962,2024-02-17,delivered,Berlin,Canada
593,198,2024-01-11,delivered,London,Germany
594,969,2023-03-04,shipped,Los Angeles,Canada
595,1108,2024-02-05,shipped,Paris,Germany
596,669,2023-10-05,delivered,Berlin,USA
597,1109,2024-03-19,delivered,Berlin,India
598,457,2023-10-11,cancelled,Toronto,France
599,1500,2023-06-25,delivered,London,UK
600,1277,2023-03-11,processing,Toronto,India
601,72,2023-08-18,shipped,Toronto,UK
602,223,2023-03-12,shipped,London,UK
603,276,2023-05-10,delivered,Los Angeles,India
604,1270,2024-12-21,delivered,London,Canada
